architecture,recorder_config,benchmark,variant,seed,workload_scale,firmware_source,compiler_backed,cycles,commits,events,capsule_bytes,event_rate_per_kinst,cycles_to_failure,commits_to_failure,property_id,replay_status,final_signature_match,event_match,overflow,notes
v1,full,uart_command_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15979,1024,21504,64.084110,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15979,359,2888,22.466988,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15979,359,2888,22.466988,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15979,1024,16400,64.084110,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15979,1024,21504,64.084110,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15979,359,2888,22.466988,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15979,359,2888,22.466988,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15979,1024,16400,64.084110,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15979,1024,21504,64.084110,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15979,359,2888,22.466988,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15979,359,2888,22.466988,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15979,1024,16400,64.084110,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,failing,1,medium,compiler_c_scaled,true,5997,1308,518,10878,396.024465,5997,1308,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,1,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,1,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,1,medium,compiler_c_scaled,true,5997,1308,518,8304,396.024465,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,2,medium,compiler_c_scaled,true,5997,1308,518,10878,396.024465,5997,1308,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,2,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,2,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,2,medium,compiler_c_scaled,true,5997,1308,518,8304,396.024465,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,3,medium,compiler_c_scaled,true,5997,1308,518,10878,396.024465,5997,1308,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,3,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,3,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,3,medium,compiler_c_scaled,true,5997,1308,518,8304,396.024465,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,4,medium,compiler_c_scaled,true,5997,1308,518,10878,396.024465,5997,1308,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,4,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,4,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,4,medium,compiler_c_scaled,true,5997,1308,518,8304,396.024465,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,5,medium,compiler_c_scaled,true,5997,1308,518,10878,396.024465,5997,1308,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,5,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,5,medium,compiler_c_scaled,true,5997,1308,182,1472,139.143731,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,5,medium,compiler_c_scaled,true,5997,1308,518,8304,396.024465,5997,1308,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,fixed,1,medium,compiler_c_scaled,true,50000,15973,1024,21504,64.108183,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,1,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,1,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,1,medium,compiler_c_scaled,true,50000,15973,1024,16400,64.108183,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,2,medium,compiler_c_scaled,true,50000,15973,1024,21504,64.108183,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,2,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,2,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,2,medium,compiler_c_scaled,true,50000,15973,1024,16400,64.108183,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,3,medium,compiler_c_scaled,true,50000,15973,1024,21504,64.108183,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,3,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,3,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,3,medium,compiler_c_scaled,true,50000,15973,1024,16400,64.108183,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,4,medium,compiler_c_scaled,true,50000,15973,1024,21504,64.108183,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,4,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,4,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,4,medium,compiler_c_scaled,true,50000,15973,1024,16400,64.108183,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,5,medium,compiler_c_scaled,true,50000,15973,1024,21504,64.108183,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,5,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,5,medium,compiler_c_scaled,true,50000,15973,359,2888,22.475427,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,5,medium,compiler_c_scaled,true,50000,15973,1024,16400,64.108183,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,no_failure_edge,1,medium,compiler_c_scaled,true,50000,15978,1024,21504,64.088121,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,no_failure_edge,1,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,no_failure_edge,1,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,no_failure_edge,1,medium,compiler_c_scaled,true,50000,15978,1024,16400,64.088121,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,no_failure_edge,2,medium,compiler_c_scaled,true,50000,15978,1024,21504,64.088121,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,no_failure_edge,2,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,no_failure_edge,2,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,no_failure_edge,2,medium,compiler_c_scaled,true,50000,15978,1024,16400,64.088121,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15978,1024,21504,64.088121,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,no_failure_edge,3,medium,compiler_c_scaled,true,50000,15978,1024,16400,64.088121,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15978,1024,21504,64.088121,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,no_failure_edge,4,medium,compiler_c_scaled,true,50000,15978,1024,16400,64.088121,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15978,1024,21504,64.088121,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15978,359,2888,22.468394,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,no_failure_edge,5,medium,compiler_c_scaled,true,50000,15978,1024,16400,64.088121,NA,NA,0,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,sensor_threshold_bug,failing,1,long,compiler_c_scaled,true,23684,5153,2056,43176,398.990879,23684,5153,3,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,sensor_threshold_bug,failing,1,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,sensor_threshold_bug,failing,1,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,sensor_threshold_bug,failing,1,long,compiler_c_scaled,true,23684,5153,2056,32912,398.990879,23684,5153,3,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,sensor_threshold_bug,failing,2,long,compiler_c_scaled,true,23684,5153,2056,43176,398.990879,23684,5153,3,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,sensor_threshold_bug,failing,2,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,sensor_threshold_bug,failing,2,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,sensor_threshold_bug,failing,2,long,compiler_c_scaled,true,23684,5153,2056,32912,398.990879,23684,5153,3,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,sensor_threshold_bug,failing,3,long,compiler_c_scaled,true,23684,5153,2056,43176,398.990879,23684,5153,3,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,sensor_threshold_bug,failing,3,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,sensor_threshold_bug,failing,3,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,sensor_threshold_bug,failing,3,long,compiler_c_scaled,true,23684,5153,2056,32912,398.990879,23684,5153,3,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,sensor_threshold_bug,failing,4,long,compiler_c_scaled,true,23684,5153,2056,43176,398.990879,23684,5153,3,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,sensor_threshold_bug,failing,4,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,sensor_threshold_bug,failing,4,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,sensor_threshold_bug,failing,4,long,compiler_c_scaled,true,23684,5153,2056,32912,398.990879,23684,5153,3,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,sensor_threshold_bug,failing,5,long,compiler_c_scaled,true,23684,5153,2056,43176,398.990879,23684,5153,3,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,sensor_threshold_bug,failing,5,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,sensor_threshold_bug,failing,5,long,compiler_c_scaled,true,23684,5153,720,5776,139.724432,23684,5153,3,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,sensor_threshold_bug,failing,5,long,compiler_c_scaled,true,23684,5153,2056,32912,398.990879,23684,5153,3,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,sensor_threshold_bug,fixed,1,long,compiler_c_scaled,true,100000,30597,4096,86016,133.869334,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,sensor_threshold_bug,fixed,1,long,compiler_c_scaled,true,100000,30597,1434,11488,46.867340,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,sensor_threshold_bug,fixed,1,long,compiler_c_scaled,true,100000,30597,1434,11488,46.867340,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,sensor_threshold_bug,fixed,1,long,compiler_c_scaled,true,100000,30597,4096,65552,133.869334,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,sensor_threshold_bug,fixed,2,long,compiler_c_scaled,true,100000,30597,4096,86016,133.869334,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
