recorder_config,benchmark,variant,seed,workload_scale,replay_status,negative_replay_status,event_match,final_signature_match,capsule_bytes,events,notes
hashed,stack_corruption_bug,failing,2,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,2,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode
full,stack_corruption_bug,failing,2,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,3,short,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,3,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,3,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,3,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode
full,stack_corruption_bug,failing,3,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,4,short,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,4,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,4,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,4,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode
full,stack_corruption_bug,failing,4,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,5,short,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,5,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,5,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,5,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode
full,stack_corruption_bug,failing,5,short,PASS,REJECT,PASS,PASS,11193,533,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,1,medium,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode
full,stack_corruption_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,2,medium,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode
full,stack_corruption_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,3,medium,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode
full,stack_corruption_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,4,medium,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode
full,stack_corruption_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,5,medium,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode
full,stack_corruption_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43449,2069,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,1,long,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,1,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,1,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,1,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode
full,stack_corruption_bug,failing,1,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,2,long,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,2,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,2,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,2,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode
full,stack_corruption_bug,failing,2,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,3,long,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,3,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,3,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,3,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode
full,stack_corruption_bug,failing,3,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,4,long,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,4,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,4,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,4,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode
full,stack_corruption_bug,failing,4,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,5,long,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,5,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,5,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,5,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode
full,stack_corruption_bug,failing,5,long,PASS,REJECT,PASS,PASS,172473,8213,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,1,stress,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172095,8195,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172095,8195,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,failing,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,2,stress,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,2,stress,PASS,REJECT,PASS,PASS,172095,8195,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,2,stress,PASS,REJECT,PASS,PASS,172095,8195,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,failing,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,3,stress,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,3,stress,PASS,REJECT,PASS,PASS,172095,8195,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,3,stress,PASS,REJECT,PASS,PASS,172095,8195,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,failing,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,4,stress,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,4,stress,PASS,REJECT,PASS,PASS,172095,8195,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,4,stress,PASS,REJECT,PASS,PASS,172095,8195,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,failing,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,failing,5,stress,PASS,NA,PASS,PASS,0,0,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,failing,5,stress,PASS,REJECT,PASS,PASS,172095,8195,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,failing,5,stress,PASS,REJECT,PASS,PASS,172095,8195,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,failing,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,failing,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34524,1644,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34524,1644,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode
full,stack_corruption_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34524,1644,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34524,1644,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode
full,stack_corruption_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34524,1644,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34524,1644,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode
full,stack_corruption_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,34524,1644,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,34524,1644,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode
full,stack_corruption_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,34524,1644,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,34524,1644,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode
full,stack_corruption_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,34965,1665,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,1,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,1,short,PASS,REJECT,PASS,PASS,61845,2945,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,1,short,PASS,REJECT,PASS,PASS,61845,2945,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,1,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode
full,stack_corruption_bug,fixed,1,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,2,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,2,short,PASS,REJECT,PASS,PASS,61845,2945,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,2,short,PASS,REJECT,PASS,PASS,61845,2945,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,2,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode
full,stack_corruption_bug,fixed,2,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,3,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,3,short,PASS,REJECT,PASS,PASS,61845,2945,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,3,short,PASS,REJECT,PASS,PASS,61845,2945,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,3,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode
full,stack_corruption_bug,fixed,3,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,4,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,4,short,PASS,REJECT,PASS,PASS,61845,2945,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,4,short,PASS,REJECT,PASS,PASS,61845,2945,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,4,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode
full,stack_corruption_bug,fixed,4,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,5,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,5,short,PASS,REJECT,PASS,PASS,61845,2945,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,5,short,PASS,REJECT,PASS,PASS,61845,2945,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,5,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode
full,stack_corruption_bug,fixed,5,short,PASS,REJECT,PASS,PASS,70434,3354,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,318990,15190,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,318990,15190,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,318990,15190,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,318990,15190,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,318990,15190,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,318990,15190,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,318990,15190,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,318990,15190,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,318990,15190,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,318990,15190,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,1,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,1,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,1,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,1,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,1,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,2,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,2,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,2,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,2,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,2,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,3,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,4,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,5,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,stack_corruption_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,stack_corruption_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,stack_corruption_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,stack_corruption_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,stack_corruption_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
